	donor1_H1	donor1_H2	donor1_H3	donor2_H1	donor2_H2	donor2_H3	donor3_H1	donor3_H2	donor3_H3	donor4_H1	donor4_H2	donor4_H3	donor5_H1	donor5_H2	donor5_H3	donor6_H1	donor6_H2	donor6_H3	donor1_L1	donor1_L2	donor1_L3	donor2_L1	donor2_L2	donor2_L3	donor3_L1	donor3_L2	donor3_L3	donor4_L1	donor4_L2	donor4_L3	donor5_L1	donor5_L2	donor5_L3	donor6_L1	donor6_L2	donor6_L3	FC	Log2FC	pval	adj pval
LPIN1	922.437	1531.378989	932.2310002	4267.597498	2763.947152	2774.844297	4066.18415	898.1555491	1463.155774	0	0	0	1451.405423	1680.92639	1670.270222	5060.430299	5913.462983	5406.764786	0	247.1307805	0	1959.438335	2309.296107	3884.039864	3551.089629	2225.726442	1312.82751	0	0	0	5738.670143	2793.910192	4560.987598	622.8991449	323.9480665	2577.644265	1.270826261	0.345766808	0.397758828	0.632158652
C8orf82	24492.4	16769.40445	18715.85117	21674.15978	23981.31298	26679.67467	17531.81273	24373.26259	16445.72458	6084.042897	15346.73769	13856.52547	18788.35044	15793.1106	9660.625731	17030.1082	15940.66416	16039.17681	25547.73582	23660.23071	23769.42515	15661.42041	15885.17506	17560.79363	9749.437298	15158.94398	11395.97117	7995.775548	0	14228.44387	2354.012798	14659.73014	18065.48955	25716.10789	21790.36268	25591.40537	1.105309863	0.144450872	0.397760047	0.631975855
PCDHGA12	0	0	0	0	6394.684842	0	0	6614.473431	0	0	0	0	20671.96093	17583.10881	20857.51203	18352.81452	23886.00358	16151.5584	0	0	0	20763.79232	0	21385.06051	15237.88955	18278.57975	18113.21307	6905.563249	0	8942.57331	17806.95256	17598.28766	15025.99048	0	14040.62647	0	0.749645143	-0.415720262	0.397792684	0.631843068
HNRNPAB; HNRNPDL	24916.7	16307.57031	20223.03429	26292.59932	27820.81039	32368.82294	31663.28185	35143.12543	39441.87461	20132.88495	13852.13028	16594.74025	73921.44716	63483.36812	77806.66507	48631.2414	49874.66618	51124.30025	50653.99547	55590.65355	47630.68631	33637.69176	34150.88272	24816.82335	33767.80119	43195.09792	49951.37643	19844.91792	15015.73705	29758.22032	54814.02968	48111.16425	48350.30891	46273.1942	48019.38749	47480.78152	0.915925839	-0.126697304	0.397879253	0.631795999
RAP1B	0	9101.539712	12284.33274	9808.515899	12858.61658	11768.78367	0	14518.61982	11492.1696	22049.73532	28300.20341	19027.5538	16370.32942	0	16685.19688	4384.589552	2624.313327	8507.682302	13011.74579	12303.97519	0	0	10543.66155	10822.36538	0	0	3925.844998	22082.68791	18511.54148	20668.75159	13044.27	6069.214479	0	11995.19224	10713.66664	14749.93173	1.186053212	0.246168737	0.397926225	0.631686098
MAX	2890.23	0	4441.159079	8429.06381	9979.775162	9455.550919	11692.988	13373.48056	6865.522406	6695.609036	0	0	0	0	10837.68291	0	3097.778835	5841.517604	6812.422347	0	0	6072.899955	8084.656641	5056.234627	4330.357625	10359.73921	11254.29087	0	0	0	9126.800569	6555.044133	0	0	2392.720172	5337.865783	1.241663487	0.312274231	0.39804317	0.631687307
RAB11B; RAB25	14068.7	17800.70274	17513.77617	13443.89763	11955.85935	12096.22578	14392.56734	14719.05634	17095.66439	6606.045973	4946.178873	15345.32313	5955.47181	6741.085681	0	13248.21293	14092.26445	13054.47621	0	0	0	15385.12154	16266.93531	15562.37841	14616.83875	11179.71983	16530.56988	9232.039905	10700.02262	5651.209851	11583.91722	10699.73881	14854.17324	10507.85673	10376.81972	8272.503661	1.174488426	0.232032497	0.398057163	0.631525181
HARS; HARS2	22715.7	24336.09896	17308.11287	23011.36435	22029.43047	21893.21089	22294.42288	16515.10003	16013.65451	11192.31979	48637.66022	40918.69949	22426.68933	21112.22047	15598.19843	20018.25278	22196.22533	18967.52592	18707.55262	22017.23237	14201.36079	23062.02462	25087.58263	23537.75735	23560.50046	23310.62971	24944.69565	4211.166342	28786.88643	23343.76114	16629.62996	18136.93603	22108.81783	22587.06656	22527.9005	22464.38219	1.073726517	0.102626579	0.398147359	0.631484011
ENPEP	0	0	0	0	0	0	0	0	0	7212.166515	9760.680286	7596.351243	0	0	0	0	0	0	0	0	2641.203449	4379.551903	0	5978.078473	1187.48492	1326.465591	0	4715.89516	7380.318383	4955.174636	0	0	0	0	0	0	0.754485563	-0.406434799	0.398230858	0.631432247
PIP4K2B	2551.23	0	4549.723778	0	4131.283925	0	0	2708.418354	0	6056.593681	0	0	6053.439755	2638.639314	0	4380.856618	4845.563289	0	0	0	0	1478.413758	4445.010777	4828.245627	5587.380796	4671.12427	2751.833564	1867.924688	4042.38276	2146.320043	715.3437444	4228.457692	5234.56325	1788.186806	3104.419453	3885.793703	0.7467346	-0.421332514	0.398296256	0.63135182
PHYHIPL	3246.06	7487.217674	3841.446859	12103.81437	8098.795458	10248.31583	9695.912824	10570.16911	8179.139277	0	0	0	7716.776059	19081.78624	21923.25399	6684.721693	7063.494988	8244.576552	7962.508226	5756.384474	10588.69115	7143.671132	8622.351867	5523.482765	9588.28218	5679.368454	8513.181721	0	0	0	7632.587838	6636.871818	8858.136805	9849.16737	11909.91387	10313.60397	1.157389308	0.210874222	0.398485713	0.631468033
EFCAB5	14793.6	12791.72251	0	0	18588.85542	0	0	0	0	0	0	2921.757627	0	0	12484.33134	0	0	0	0	0	0	0	0	0	0	11857.83116	0	0	0	0	0	0	0	0	17732.50737	0	2.081093693	1.057341918	0.398882507	0.631912643
HTATSF1	13050	10521.54676	12006.22098	13287.75801	14402.89192	13518.8298	15187.53759	15176.83779	12359.06179	10889.74877	15027.5196	11662.82589	15812.97481	12624.81817	13859.85535	11701.7421	9694.751306	9582.303078	11043.51286	15370.96526	5581.678889	14723.42871	11961.44708	13513.242	14138.04536	13916.98066	13256.0716	14989.80991	14177.81979	0	15056.89449	10468.75501	12401.56022	12966.25195	11576.29139	11454.87759	1.063572214	0.088917991	0.399102125	0.632076392
TCEAL2; TCEAL4	0	0	12350.7929	22496.88661	20946.14495	0	23335.03837	18215.49643	18493.58538	0	0	0	0	12381.29823	14544.5435	8311.350136	13272.94921	19928.17956	0	0	0	21282.81364	0	15097.08109	13777.10031	14370.67328	26929.96887	0	0	0	10013.00642	11230.95971	11018.90002	12847.21813	13659.06726	0	1.226653827	0.294728164	0.3994027	0.632368224
PREP	9820.47	11084.21633	11001.36678	10423.49413	13505.11398	8130.695456	9343.90526	9606.051209	9061.465818	9226.714305	6396.833336	6594.924894	13021.59097	13445.25237	11930.62067	9545.280313	9478.85281	10662.17333	10773.31101	11087.57974	11258.73117	12641.69081	13881.8032	12821.98452	11858.3924	10234.15105	9986.219469	5661.338767	5148.492285	8022.349221	12557.41662	11932.48932	10605.28906	10276.05572	9532.133619	10547.57453	0.965322859	-0.050916552	0.400072295	0.633243979
TMEM245	6493.65	0	0	2711.417468	0	0	2521.938688	1891.97668	1513.070876	0	0	0	2469.464067	0	2107.361966	2423.065152	3915.847087	3532.895613	0	2800.389915	0	3202.613676	0	0	2036.744004	0	0	0	0	0	4012.300094	0	3516.047201	2932.07507	0	3495.10833	1.344865348	0.427461733	0.400632652	0.633946371
FDXR	20867.1	16400.13408	19301.32894	12427.83863	16038.41569	12814.03975	14519.28182	12134.4081	13429.0315	11252.30645	6799.535243	0	16870.4885	24358.16172	22320.45856	15518.11148	16038.62691	15806.2716	13952.0181	14882.80043	18643.04876	13804.88193	15811.58273	12993.43332	13885.56054	13540.75565	12907.22761	5470.815598	0	9408.714056	20248.89133	21185.54562	22042.2777	15489.12826	14713.67541	14207.227	1.054141497	0.076068533	0.400644415	0.633780531
STK10	0	516.0755269	0	0	0	0	0	0	0	0	0	0	0	0	1378.410306	1032.758898	721.8988403	0	0	0	0	0	0	0	0	0	0	0	0	0	1821.459896	1232.394828	1036.509897	351.2308866	699.2647504	655.2405607	0.629585938	-0.667524777	0.400652258	0.633608589
POLR2I	10869.6	10738.67774	6153.858253	11895.74336	13544.71672	14966.79013	14570.44837	14508.22089	16918.5019	3210.443572	8291.594779	1033.325982	16140.66902	14639.28207	13855.68741	9186.781218	9167.411568	12387.25742	12138.57157	12374.54648	10976.71527	12769.55252	13795.87068	20202.86643	11393.7364	6233.920019	10872.53027	1098.586675	0	7083.235201	11934.33553	13462.96624	10214.65996	10940.32846	8532.179792	12619.00812	1.082699862	0.114633365	0.401072943	0.634089442
ASRGL11	8705.05	10133.96058	5957.678043	9652.261132	16560.89397	11508.17847	12759.70186	13477.6984	21464.29649	0	0	0	0	7827.706673	6825.822983	16349.50875	14281.21526	18087.9713	0	0	0	7315.283933	15554.79483	14664.78041	13974.47142	13162.26487	12710.77739	2110.602924	0	0	12082.48576	10153.8722	16641.80147	11112.52715	10375.29348	11767.0879	1.144868913	0.19518242	0.401943393	0.635280881
PI16	0	2445.928755	0	0	0	0	0	0	0	6415.160759	2923.661101	4072.978968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4943.010539	7401.942553	9232.26619	0	0	722.0687255	0	0	0	0.711131655	-0.491811418	0.401985984	0.635163556
PPFIA3	0	0	0	7340.738418	0	0	10816.09402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6446.106924	5990.449843	6595.294146	0	0	0	0	0	0	0	0	3423.317957	4117.758615	5415.217251	0	0.567611301	-0.817024782	0.401993186	0.634990399
RBX1	6778.43	7438.523222	7753.408252	15136.33135	12648.55994	13825.41059	16021.19755	16309.97829	16011.81982	5552.20371	5942.793975	2121.529997	13985.68162	4769.84079	10228.34068	12547.20396	11617.93876	10066.20811	4821.66604	3591.93275	9066.764504	11013.49458	15233.83801	16629.53013	10272.33269	9999.892446	12057.58314	6008.570815	4121.375127	5532.306528	13700.73414	13438.27775	12404.7883	11034.91497	8940.985551	7104.693774	1.078764528	0.109379988	0.402368057	0.635397946
GNAZ	0	0	0	5504.290073	6259.213358	6086.908038	8323.928087	7875.463632	7188.921354	0	0	0	7278.511122	8062.272215	9552.280161	5655.901939	5846.21002	7271.52773	7213.302489	0	5491.4075	4139.373118	6846.252431	5519.458512	6549.882524	5968.027012	3121.546973	0	0	0	3029.843249	6420.952177	4031.373967	4531.00345	6223.187682	4618.830142	1.151971663	0.204105229	0.402522602	0.635457429
TARSL2	0	0	0	3977.967715	4287.703176	5406.82886	4679.839376	3747.67138	2798.720154	0	0	0	0	0	0	4148.388974	0	3771.328838	0	0	5673.73031	2303.455301	2202.362852	4751.673339	0	2986.969791	1903.522818	4092.560471	0	0	4192.122748	3961.393132	0	1798.595593	5560.510698	3968.343863	0.756268378	-0.403029798	0.402530754	0.635285837
VTI1B	5827.82	10156.80611	6355.035246	5167.542051	5859.827812	4926.107875	6796.314616	6729.02164	7574.218238	2139.073292	0	0	0	850.5454272	3930.189168	7155.473167	5791.088799	4801.26481	6519.966864	3262.749663	9719.004206	5177.528818	5569.324428	4819.427942	7026.102468	5058.64574	6044.096542	0	0	2131.36256	4450.986503	2721.539451	6226.052864	9355.491974	8956.161934	6492.701668	0.898741585	-0.154021738	0.402760447	0.635463886
SOWAHC	0	9529.627465	15500.33737	5930.910495	7828.084084	10061.78562	6660.156644	6933.926262	6164.050676	0	0	0	8351.130578	10952.68097	0	6839.781197	0	5313.977665	0	6842.464269	9529.300502	6432.427643	6914.011229	7652.903591	8204.67421	0	9120.799953	0	0	0	0	4779.157389	5123.371462	5991.500308	7593.845089	6839.331054	1.176922987	0.23501992	0.403550285	0.636525356
PCCB	39514.5	37314.03221	37963.18735	28423.05304	29492.92616	28813.75359	22456.85093	26871.40544	29474.10512	29470.12787	18750.52144	20038.56781	28799.65565	27603.22186	34018.92503	44273.64952	46977.20903	46097.23309	40356.63129	37644.22893	38666.35863	29321.93505	25648.05109	25008.11473	24096.17472	29073.55098	29938.16068	21031.13908	20689.1835	22234.55895	26413.4545	25834.72231	31926.03848	45248.32908	49383.97219	43416.05783	1.018416149	0.026327201	0.403945546	0.636964018
LIMA11	6137.51	0	5777.469871	2414.372204	3595.940545	3513.26603	3310.407243	3988.023782	2179.866919	2721.565045	1196.33369	0	4233.150548	4342.640072	1699.810488	3953.504462	2567.797167	2735.747004	5273.594673	7169.470753	6931.58877	5859.09618	5557.803189	4900.314319	2084.744836	5261.841771	4875.682354	0	0	0	3020.719931	3119.64129	4479.23383	0	966.6109267	4386.667175	0.850993106	-0.23278065	0.404135414	0.637078645
STX12	12818.2	9335.36171	9557.001769	14408.60097	15902.00624	15800.43632	17592.48001	19381.54783	17699.73688	7040.187735	3268.271535	8933.674513	12708.82688	13150.73753	10682.53139	12362.46076	11884.66798	11802.10184	8652.550762	11251.12786	12496.38571	14351.03571	14537.40322	12944.27278	13248.71563	15176.63853	14430.50939	5188.848457	8827.190203	5306.659732	13977.12918	13383.87939	16025.5503	12730.85324	10150.41001	10445.52593	1.05257085	0.073917346	0.405072534	0.638370831
ATP2A2; ATP2A3	9312.22	11044.33513	11197.21322	9158.440797	9950.489977	7257.504956	13118.09666	14365.72128	13090.53074	0	0	0	8409.764239	14753.71772	8846.981554	15896.16354	17759.15722	11413.10514	9956.962234	12041.99752	10406.36834	9876.531507	5525.999184	7760.020073	8422.798562	4580.267063	16564.78742	0	0	0	11810.75606	13408.7771	10172.51787	13639.24671	15658.00758	14082.62096	1.071172904	0.099191372	0.405272895	0.638501515
UBE2M	27850.5	24161.01556	23775.75737	39669.25097	38316.11598	34548.54321	37814.02796	38565.85883	37949.46696	12509.98424	15676.14726	13189.83202	40314.0728	41040.54414	31435.32396	44597.87542	45437.49239	42966.72569	24413.92432	19742.34612	14774.25872	50198.89233	46270.39626	50423.67117	46450.13793	45352.21481	42057.40099	9291.578395	0	12698.65112	45128.17712	44283.5074	42751.25361	43823.98007	38652.05521	42548.41479	0.953071316	-0.069343923	0.405362723	0.638458032
PSMB4	61665.5	54566.54077	56917.98099	117525.0023	120141.0548	118729.7503	104565.5456	112422.0279	120412.0132	36404.7561	29180.29873	21373.99843	74544.01128	78800.12244	81840.81305	107369.9556	95872.24767	113083.2994	100904.6157	79238.5427	77732.14718	96041.66842	95858.95431	98245.17765	81320.87586	68530.45907	73690.2591	19290.06467	23373.73378	27981.92067	108844.2835	95019.81093	96132.68374	93102.59125	91627.19817	85500.38199	1.065829242	0.091976321	0.405452298	0.638414174
NT5DC1	8578.65	10719.3772	10907.91024	9309.087895	6821.167002	10328.8682	8886.874627	7877.05204	8078.689865	0	2484.226659	0	10467.48629	8464.537195	3627.461352	9341.935896	5339.128599	10056.52337	7590.14196	5583.131399	7641.730505	8074.868419	8093.597661	8431.368084	8293.286883	7377.376472	4498.611627	0	0	0	9083.900244	9063.436167	5993.912151	11382.51506	10141.04837	11396.69245	1.070474259	0.098250104	0.405823634	0.638813867
CD81	0	0	0	1027.452818	1076.516006	272.7220544	957.167082	441.2448666	405.907361	0	1845.134086	0	0	0	0	428.6475791	729.6946465	821.2704749	0	726.146026	0	0	419.6008414	0	0	655.6025595	282.1143213	1615.531849	162.7323122	0	457.7043791	0	249.7743684	111.526677	539.2678388	159.6764821	1.48814808	0.573518091	0.405993665	0.638896543
PFKFB22	10729.7	8259.435869	10092.52152	13472.56928	15636.71419	18802.16193	17052.19785	16084.05869	12823.92699	7702.304337	11961.60953	6398.773248	13047.82847	12473.92612	17756.56555	12518.65178	15679.43015	16491.91711	11100.42822	10919.64475	10716.78537	19348.94765	21652.75007	18361.96561	16599.05442	18571.18721	17273.8448	8235.887049	8018.795573	11739.89062	9822.038804	12229.37883	11732.2019	15251.27415	13024.60416	14896.46415	0.949855334	-0.074220292	0.40668053	0.639792258
WNK2; WNK1	0	807.4505269	0	0	0	0	3737.91695	0	2839.507661	0	0	0	0	0	0	2614.449377	0	1302.34079	0	0	0	2541.50871	3255.406364	0	1668.652948	2268.603362	2180.247604	0	0	0	0	3448.228302	0	0	0	1784.711363	0.65909074	-0.601450993	0.40694367	0.640021039
CASK	2389.63	1774.880794	2907.568589	2128.69197	2752.112648	2341.239938	2369.98433	3208.561158	0	0	0	0	2097.242962	5622.160575	4087.716416	3482.478041	2269.946011	2511.958738	7144.765786	4873.076524	4393.672481	3151.457687	1918.639715	2620.613829	2236.390355	4018.562152	0	0	0	0	3352.642796	964.5435843	4651.634209	2293.146394	2988.898373	2114.270257	0.854927092	-0.226126702	0.407058828	0.640017019
ATP6V1H	33144.7	36289.33155	38543.75669	61229.41501	68458.78186	70785.24013	66753.57803	70970.40901	69536.10578	23863.54477	29132.27783	39060.25706	50008.88139	62027.09466	59073.86405	73004.54808	73051.57583	79449.38752	28326.74288	33424.20049	26471.44444	70549.93212	87500.9515	69111.70163	71591.92672	78572.54871	71093.8803	26375.79481	22321.42964	26707.38233	60112.81079	48859.66475	64274.5391	58397.13512	63011.76235	60337.66416	1.038613893	0.054659429	0.407155363	0.639983726
FKBP8	6998.4	5682.588459	7318.265939	6466.540782	5576.645047	7941.952335	8756.439983	6204.812742	7127.940763	0	0	1691.631343	8273.570792	6809.416649	8237.191266	6429.496901	6408.972753	7492.466282	13236.3052	6742.273234	4783.601347	6698.540537	7512.902522	6807.821541	8916.071724	9077.801307	7461.205557	1644.334508	0	0	4604.932112	6383.971754	5877.961546	7886.902952	9677.86774	8611.153982	0.926612769	-0.109961532	0.407485135	0.640316959
PBXIP1	16121.8	16046.02842	12090.84235	12669.41748	13152.97381	12430.81376	14703.91638	15823.17126	14046.63485	25087.78318	16554.34247	0	10870.05067	7809.555571	10850.18673	12756.79814	12373.63633	11827.81354	16973.90448	14169.7948	14445.80328	12349.45162	13740.56425	13503.98956	16824.14806	10185.74997	9433.447689	0	0	0	8783.649804	14086.35051	13160.15937	16074.2622	15473.56938	17894.06818	1.135765327	0.183664775	0.407485184	0.640132027
NDUFV1	18047.1	19155.67881	17276.60074	14173.00978	13491.33408	12687.37348	12228.46256	14492.33682	12620.16146	7122.382224	7721.467477	9640.797864	7747.997578	5854.534328	13246.23056	17533.89561	17051.96547	17639.73055	10785.7753	13418.86692	16420.95762	18649.49548	15950.12928	18300.87722	15103.47397	14692.19623	14646.96539	10076.38179	6102.459777	7066.867081	12645.12488	11565.09117	15980.1489	16407.23661	16788.17521	16421.8987	0.947052228	-0.078484106	0.407642763	0.640194599
CCDC47	9006.31	10568.51795	11850.91819	11213.27735	12214.31934	7163.69815	11211.89649	12537.68087	13849.86408	0	0	6948.54877	10561.98518	10980.39224	18988.92086	10754.97286	11162.57575	9690.420804	16122.19715	13176.07476	13977.55305	10538.89135	10397.74455	12548.98185	6551.936863	5097.390335	0	0	6922.941685	0	12957.80584	11581.72452	5983.38444	11426.71237	10246.54143	9590.953151	1.137368579	0.185699854	0.407714428	0.640122248
ALG13	23802.1	27742.64272	23283.63798	20013.16124	21654.4782	22977.76925	27914.50202	27706.17666	29138.7004	15284.51623	15095.83711	68176.80301	20954.53543	17295.97336	23685.25012	31303.3445	26725.12693	32755.32143	32570.219	28101.39748	21356.63258	26208.37236	24739.36523	23325.50864	19515.22094	27519.01988	12786.64631	16222.81711	12289.14407	0	19677.54359	29406.9161	34515.06398	31755.55267	26711.93905	25733.12468	1.152934334	0.205310345	0.407885487	0.640205945
ZNF771	0	0	0	0	25561.83294	23454.92882	0	0	0	6929.097543	0	0	0	0	0	0	26272.72288	16730.07179	0	0	0	0	35370.76544	0	26111.52489	0	0	6107.812462	0	0	29087.62316	32735.99108	31102.2529	0	0	0	0.61644118	-0.697964853	0.407995211	0.640193351
CMC4	1562.88	1619.462281	1977.342192	2034.651242	1893.949023	2076.243489	2272.206995	1906.546608	2448.225092	0	0	0	0	6517.974718	0	1737.791609	1649.853404	2373.586904	3480.176414	0	0	1407.85806	1423.910745	2023.775815	1328.196057	1107.635776	820.9443664	590.8005188	0	0	2146.50917	1679.580725	996.4629426	2414.390074	2718.442757	2132.303371	1.238957188	0.309126337	0.408084003	0.640147929
FLNA2	128128	127042.7929	127884.287	37386.11205	34798.304	33463.63908	30804.43925	29028.44055	29029.07753	293525.37	316982.8685	267748.996	110037.1917	113893.7577	113105.3557	106753.4399	110219.1941	111415.2524	122541.1064	121532.9596	118672.524	72934.76219	75508.31743	74138.45107	70173.66008	73387.28982	68180.46999	258001.4777	268050.8303	254800.4911	114166.9096	110369.0403	106443.3843	104235.7225	106300.783	102153.7377	0.954831759	-0.066681541	0.408110576	0.640004961
TUBB6; TUBB4B; TUBB; TUBB7P; TUBB2A; TUBB2B	63667.2	69943.84517	62354.36392	63878.49177	55540.18218	76816.81379	47187.92346	29093.80525	43126.62509	32297.329	17630.83982	21663.93855	58206.28661	29892.37536	61812.40825	76861.84226	101402.652	118172.0746	80436.77801	48799.87798	59345.44559	27480.43247	53368.46686	45121.24365	18077.18405	25065.19556	21131.68108	37679.90413	36053.93682	20590.6543	49739.39188	45871.31181	68500.30606	118808.5572	103259.2724	96854.39821	1.076726818	0.106652263	0.408528858	0.640476182
C1S	51732.9	66318.39793	69785.72995	54393.70075	46786.47085	55216.23773	43921.96358	50283.6241	49984.36152	205891.2393	175389.4371	229581.3956	53440.83331	52197.74441	55524.44735	35676.69295	40195.05842	48768.35801	42229.19606	45684.53143	43910.08103	39227.43046	46018.09571	38075.01018	67222.26055	59096.02623	59757.37988	242148.644	267990.5485	247075.873	70131.7681	68442.55102	69207.67243	29692.79809	23586.70043	27064.43051	0.931740167	-0.102000405	0.408878831	0.64084007
TMEM11	8002.03	7323.832769	7089.77843	5889.687793	6627.032508	5295.952649	7038.365603	6538.698373	5460.778653	7148.81039	7152.94663	0	0	5476.841621	0	7140.435684	8399.275787	8718.079054	0	4464.548421	0	8860.861831	6197.697529	9024.951023	6984.640176	8194.692129	7468.54101	0	0	0	6642.459113	9005.63791	4024.667888	4842.893394	5578.814792	6113.139925	1.181903386	0.241112108	0.409045206	0.640916076
